,query_num,tweet_id,tf_score
0,1,1291589087992913926,0.3650242551968059
1,1,1291768221033521153,0.34242683101492827
2,1,1291742998561271808,0.33468182135093544
3,1,1291761837785124866,0.33468182135093544
4,1,1291774681045798912,0.33468182135093544
5,1,1291117630330482689,0.33468182135093544
6,1,1291809056126988288,0.32028906888949465
7,1,1291670755302752258,0.31186984841738974
8,1,1291745706827345923,0.31186984841738974
9,1,1291764554909618176,0.31186984841738974
10,1,1291803037158322177,0.3106322942816633
11,1,1291589051108274176,0.30589631642805387
12,1,1291608719726436353,0.30589631642805387
13,1,1291675975328182274,0.30589631642805387
14,1,1291767222545899521,0.30589631642805387
15,1,1291591730702118912,0.29427625688635306
16,1,1291632284622376966,0.29427625688635306
17,1,1291666115072946176,0.29427625688635306
18,1,1291716290718191617,0.29427625688635306
19,1,1291742493663531009,0.29427625688635306
20,1,1291764905461391360,0.29427625688635306
21,1,1291587643097014272,0.27466512302240315
22,1,1291602044059553792,0.27466512302240315
23,1,1291604267216900097,0.27466512302240315
24,1,1291606928993341440,0.27466512302240315
25,1,1291652544276570113,0.27466512302240315
26,1,1291658275763650561,0.27466512302240315
27,1,1291683085340356609,0.27466512302240315
28,1,1291702913799053312,0.27466512302240315
29,1,1291704971046588416,0.27466512302240315
30,1,1291730730813292545,0.27466512302240315
31,1,1291762272600195075,0.27466512302240315
32,1,1291766475800358913,0.27466512302240315
33,1,1291769617648619526,0.27466512302240315
34,1,1291779136231546881,0.27466512302240315
35,1,1291779730216120320,0.27466512302240315
36,1,1291779891248140290,0.27466512302240315
37,1,1291780440928346112,0.27466512302240315
38,1,1291795337162772481,0.27466512302240315
39,1,1291595587352133638,0.2565829359462675
40,1,1291597265446957056,0.2565829359462675
41,1,1291602333755940865,0.2565829359462675
42,1,1291606179253280768,0.2565829359462675
43,1,1291613108897812481,0.2565829359462675
44,1,1291631183718211584,0.2565829359462675
45,1,1291632712046919680,0.2565829359462675
46,1,1291644986174316545,0.2565829359462675
47,1,1291649174224560128,0.2565829359462675
48,1,1291657762422665222,0.2565829359462675
49,1,1291658283485483008,0.2565829359462675
50,1,1291678112166506502,0.2565829359462675
51,1,1291708453338198016,0.2565829359462675
52,1,1291708518777544705,0.2565829359462675
53,1,1291720765159743488,0.2565829359462675
54,1,1291725394173984769,0.2565829359462675
55,1,1291730425937715200,0.2565829359462675
56,1,1291735873957113857,0.2565829359462675
57,1,1291738851229278210,0.2565829359462675
58,1,1291748453203218436,0.2565829359462675
59,1,1291749587800260615,0.2565829359462675
60,1,1291749622856077318,0.2565829359462675
61,1,1291749823318818816,0.2565829359462675
62,1,1291762242539548672,0.2565829359462675
63,1,1291762742085455872,0.2565829359462675
64,1,1291764946636886016,0.2565829359462675
65,1,1291769504486359040,0.2565829359462675
66,1,1291789361722404866,0.2565829359462675
67,1,1291796425462906888,0.2565829359462675
68,1,1291796673619021826,0.2565829359462675
69,1,1291796761464524802,0.2565829359462675
70,1,1291798277222993923,0.2565829359462675
71,1,1291799431000526848,0.2565829359462675
72,1,1291800162260541440,0.2565829359462675
73,1,1291801361449877505,0.2565829359462675
74,1,1291804316865646595,0.2565829359462675
75,1,1291804521300099073,0.2565829359462675
76,1,1291805369367502848,0.2565829359462675
77,1,1291808264599076864,0.2565829359462675
78,1,1291809357995245568,0.2565829359462675
79,1,1291810094745817089,0.2565829359462675
80,1,1291810114572300289,0.2565829359462675
81,1,1280922045816147968,0.17509317300192898
82,1,1280925587469504512,0.17509317300192898
83,1,1280927422460964870,0.17509317300192898
84,1,1280933517669646342,0.17509317300192898
85,1,1280937070375174146,0.17509317300192898
86,1,1280939790549110791,0.17509317300192898
87,1,1280943063473537030,0.17509317300192898
88,1,1280945390666293252,0.17509317300192898
89,1,1280953077600837632,0.17509317300192898
90,1,1280954039564410885,0.17509317300192898
91,1,1280957854191685641,0.17509317300192898
92,1,1280959220263903236,0.17509317300192898
93,1,1280965411949838336,0.17509317300192898
94,1,1280975030201888768,0.17509317300192898
95,1,1280975321110507520,0.17509317300192898
96,1,1280980711596572673,0.17509317300192898
97,1,1280989675835011074,0.17509317300192898
98,1,1281002017612279808,0.17509317300192898
99,1,1281004756169867279,0.17509317300192898
100,1,1281009806103412751,0.17509317300192898
101,1,1281011255285821440,0.17509317300192898
102,1,1281013217347678217,0.17509317300192898
103,1,1281013870887403521,0.17509317300192898
104,1,1281014759291265024,0.17509317300192898
105,1,1281024648390606849,0.17509317300192898
106,1,1281040385742008320,0.17509317300192898
107,1,1281050754984353793,0.17509317300192898
108,1,1281053158156967941,0.17509317300192898
109,1,1281055005760319488,0.17509317300192898
110,1,1281061048834023425,0.17509317300192898
111,1,1281065561259012096,0.17509317300192898
112,1,1281070660526145537,0.17509317300192898
113,1,1281071604772990977,0.17509317300192898
114,1,1281071778467635202,0.17509317300192898
115,1,1281072167514341379,0.17509317300192898
116,1,1281107306739097601,0.17509317300192898
117,1,1281113063937236994,0.17509317300192898
118,1,1281116066895269889,0.17509317300192898
119,1,1281117902075072514,0.17509317300192898
120,1,1281194602788032513,0.17509317300192898
121,1,1281203085101105154,0.17509317300192898
122,1,1281210185009242112,0.17509317300192898
123,1,1281210351401553920,0.17509317300192898
124,1,1281210940554387467,0.17509317300192898
125,1,1281211303202361346,0.17509317300192898
126,1,1281211377676402688,0.17509317300192898
127,1,1281212165781958656,0.17509317300192898
128,1,1281212453481861121,0.17509317300192898
129,1,1281212739482988544,0.17509317300192898
130,1,1281212973625888768,0.17509317300192898
131,1,1281213885324779525,0.17509317300192898
132,1,1281214097854533638,0.17509317300192898
133,1,1281215454011416577,0.17509317300192898
